,Title,CDID
1098,CPI-CT percentage change over 1 month: all items                        ,EAE5
1099,RPI: household goods: household consumables (Jan 1987=100)              ,DOCE
1100,CPI-CT percentage change over 1 month: all goods                        ,EAE6
1101,RPI: household goods: pet care (Jan 1987=100)                           ,DOCF
1102,CPI-CT percentage change over 1 month: all services                     ,EAE7
1103,RPI: household services: postage (Jan 1987=100)                         ,DOCG
1104,CPI-CT percentage change over 1 month: processed food                   ,EAE8
1105,CPIH ANNUAL RATE 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2005=100       ,L57Z
1106,RPI: household services: telephones & telemessages (Jan 1987=100)       ,DOCH
1107,CPI-CT percentage change over 1 month: unprocessed food                 ,EAE9
1108,CPIH ANNUAL RATE 09.1.4 : RECORDING MEDIA 2005=100                      ,L58B
1109,RPI: household services: domestic services (Jan 1987=100)               ,DOCI
1110,CPIH ANNUAL RATE 09.1.3 : INFORMATION PROCESSING EQUIPMENT 2005=100     ,L58A
1111,RPI: household services: fees & subscriptions (Jan 1987=100)            ,DOCJ
1112,RPI: clothing & footwear: mens outerwear (Jan 1987=100)                 ,DOCK
1113,RPI: clothing & footwear: womens outerwear (Jan 1987=100)               ,DOCL
1114,CPIH ANNUAL RATE 09.3 : OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2005=100,L58F
1115,RPI: clothing & footwear: childrens outerwear (Jan 1987=100)            ,DOCM
1116,CPIH ANNUAL RATE 09.2.1 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION 2005=100,L58E
1117,RPI: clothing & footwear: other clothing (Jan 1987=100)                 ,DOCN
1118,CPIH ANNUAL RATE 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2005=100,L58D
1119,RPI: clothing & footwear: footwear (Jan 1987=100)                       ,DOCO
1120,CPIH ANNUAL RATE 09.1.5:REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2005=100,L58C
1121,RPI: personal goods & services: personal articles (Jan 1987=100)        ,DOCP
1122,CPIH ANNUAL RATE 09.3.4 : PETS AND RELATED PRODUCTS 2005=100            ,L58J
1123,RPI: personal goods & services: chemists goods (Jan 1987=100)           ,DOCQ
1124,CPIH ANNUAL RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2005=100            ,L58I
1125,RPI: personal goods & services: personal services (Jan 1987=100)        ,DOCR
1126,CPIH ANNUAL RATE 09.3.2 : EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2005=100,L58H
1127,RPI: motoring expenditure: purchase of motor vehicles (Jan 1987=100)    ,DOCS
1128,CPIH ANNUAL RATE 09.3.1 : GAMES TOYS AND HOBBIES 2005=100               ,L58G
1129,RPI: motoring expenditure: maintenance of motor vehicles (Jan 1987=100) ,DOCT
1130,CPIH ANNUAL RATE 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2005=100        ,L58N
1131,RPI: motoring expenditure: petrol & oil (Jan 1987=100)                  ,DOCU
1132,CPIH ANNUAL RATE 09.4.2 : CULTURAL SERVICES 2005=100                    ,L58M
1133,RPI: motoring expenditure: vehicle tax & insurance (Jan 1987=100)       ,DOCV
1134,CPIH ANNUAL RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2005=100   ,L58L
1135,RPI: fares & other travel costs: rail fares (Jan 1987=100)              ,DOCW
1136,CPIH ANNUAL RATE 09.4 : RECREATIONAL AND CULTURAL SERVICES 2005=100     ,L58K
1137,CPI INDEX: Seasonal food (G) 2005=100                                   ,DK9R
1138,RPI: food: sugar & preserves (Jan 1987=100)                             ,DOAV
1139,CPIH ANNUAL RATE 03.1.3 : OTHER ARTICLES OF CLOTHING & ACCESSORIES 2005=100,L56P
1140,CPI INDEX: Industrial goods (G) 2005=100                                ,DK9S
1141,RPI: food: sweets & chocolates (Jan 1987=100)                           ,DOAW
1142,CPIH ANNUAL RATE 03.1.2 : GARMENTS 2005=100                             ,L56O
1143,CPI INDEX: Energy (G) 2005=100                                          ,DK9T
1144,RPI: food: potatoes (Jan 1987=100)                                      ,DOAX
1145,CPIH ANNUAL RATE 03.1 : CLOTHING 2005=100                               ,L56N
1146,"CPI INDEX: Electricity, gas & misc. energy (G) 2005=100                 ",DK9U
1147,RPI: food: unprocessed potatoes (Jan 1987=100)                          ,DOAY
1148,CPIH ANNUAL RATE 02.2 : TOBACCO 2005=100                                ,L56M
1149,CPI INDEX: Excluding tobacco (SP) 2005=100                              ,DK9V
1150,RPI: food: vegetables (Jan 1987=100)                                    ,DOAZ
1151,CPIH ANNUAL RATE 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2005=100,L56T
1152,CPIH ANNUAL RATE 04.5.4 : SOLID FUELS 2005=100                          ,L575
1153,CPI INDEX: Clothing & footwear goods (G) 2005=100                       ,DK9W
1154,CPIH ANNUAL RATE 04.1 : ACTUAL RENTS FOR HOUSING 2005=100               ,L56S
1155,CPIH ANNUAL RATE 04.5.3 : LIQUID FUELS 2005=100                         ,L574
1156,CPI INDEX: Housing goods (G) 2005=100                                   ,DK9X
1157,CPIH ANNUAL RATE 03.2 : FOOTWEAR INCLUDING REPAIRS 2005=100             ,L56R
1158,CPIH ANNUAL RATE 04.5.2 : GAS 2005=100                                  ,L573
1159,CPI INDEX: Household goods (G) 2005=100                                 ,DK9Y
1160,"CPIH ANNUAL RATE 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING 2005=100",L56Q
1161,CPIH ANNUAL RATE 04.5.1 : ELECTRICITY 2005=100                          ,L572
1162,CPI INDEX: Water supply; materials for maintenance/repair (G) 2005=100  ,DK9Z
1163,CPIH ANNUAL RATE 04.4.1 : WATER SUPPLY 2005=100                         ,L56X
1164,CPIH ANNUAL RATE 05.2 : HOUSEHOLD TEXTILES 2005=100                     ,L579
1165,CPIH ANNUAL RATE 04.4 : OTHER SERVICES RELATING TO THE DWELLING 2005=100,L56W
1166,CPIH ANNUAL RATE 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2005=100      ,L578
1167,RPI: food: other fresh vegetables (Jan 1987=100)                        ,DOBA
1168,CPI-CT index level: processed food: 2005=100                            ,EAD2
1169,CPIH ANNUAL RATE 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING 2005=100,L56V
1170,"CPIH ANNUAL RATE 05.1.1 : FURNITURE, FURNISHINGS 2005=100               ",L577
1171,RPI: food: fruit (Jan 1987=100)                                         ,DOBB
1172,CPI-CT index level: unprocessed food: 2005=100                          ,EAD3
1173,CPIH ANNUAL RATE 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING 2005=100,L56U
1174,"CPIH ANNUAL RATE 05.1:FURN, FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS 2005=100",L576
1175,RPI: food: fresh fruit (Jan 1987=100)                                   ,DOBC
1176,CPI-CT index level: energy: 2005=100                                    ,EAD4
1177,RPI: food: other foods (Jan 1987=100)                                   ,DOBD
1178,CPI-CT index level: non-energy industrial goods: 2005=100               ,EAD5
1179,RPI: catering: restaurant meals (Jan 1987=100)                          ,DOBE
1180,CPI-CT percentage change over 12 months: all items                      ,EAD6
1181,"CPIH ANNUAL RATE 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2005=100       ",L56Z
1182,RPI: catering: canteen meals (Jan 1987=100)                             ,DOBF
1183,CPI-CT percentage change over 12 months: all goods                      ,EAD7
1184,CPIH ANNUAL RATE 04.4.3 : SEWERAGE COLLECTION 2005=100                  ,L56Y
1185,RPI: catering: take-aways & snacks (Jan 1987=100)                       ,DOBG
1186,CPI-CT percentage change over 12 months: all services                   ,EAD8
1187,CPIH ANNUAL RATE 05.3 : MAJOR HH APPLIANCES INCLUDING FITTINGS & REPAIR 2005=100,L57A
1188,RPI: alcoholic drink: beer (Jan 1987=100)                               ,DOBH
1189,CPI-CT percentage change over 12 months: processed food                 ,EAD9
1190,RPI: alcoholic drink: beer on sales (Jan 1987=100)                      ,DOBI
1191,RPI: alcoholic drink: beer off sales (Jan 1987=100)                     ,DOBJ
1192,RPI: alcoholic drink: wines & spirits (Jan 1987=100)                    ,DOBK
1193,CPIH ANNUAL RATE 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2005=100,L57E
1194,RPI: alcoholic drink: wines & spirits on sales (Jan 1987=100)           ,DOBL
1195,"CPIH ANNUAL RATE 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2005=100",L57D
1196,RPI: alcoholic drink: wines & spirits off sales (Jan 1987=100)          ,DOBM
1197,CPIH ANNUAL RATE 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2005=100       ,L57C
1198,RPI: cigarettes & tobacco: cigarettes (Jan 1987=100)                    ,DOBN
1199,CPIH ANNUAL RATE 05.3.1 :MAJOR HOUSEHOLD AND SMALL ELECTRICAL EQUIPMENT 2005=100,L57B
1200,RPI: cigarettes & tobacco: other tobacco (Jan 1987=100)                 ,DOBO
1201,CPIH ANNUAL RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2005=100,L57I
1202,RPI: housing: rent (Jan 1987=100)                                       ,DOBP
1203,CPIH ANNUAL RATE 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES 2005=100,L57H
1204,RPI: housing: mortgage interest payments (Jan 1987=100)                 ,DOBQ
1205,CPIH ANNUAL RATE 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2005=100          ,L57G
1206,RPI: housing: council tax & rates (Jan 1987=100)                        ,DOBR
1207,CPIH ANNUAL RATE 05.6:GOODS & SERVICES FOR ROUTINE HH MAINTENANCE 2005=100,L57F
1208,RPI: housing: water & other charges (Jan 1987=100)                      ,DOBS
1209,RPI: housing: repairs & maintenance charges (Jan 1987=100)              ,DOBT
1210,CPIH ANNUAL RATE 06.2 : OUT-PATIENT SERVICES 2005=100                   ,L57L
1211,RPI: housing: DIY materials (Jan 1987=100)                              ,DOBU
1212,CPIH ANNUAL RATE 06.1.2 : OTHER MEDICAL & THERAPEUTIC APPLIANCES 2005=100,L57K
1213,RPI: housing: dwelling insurance & ground rent (Jan 1987=100)           ,DOBV
1214,CPIH ANNUAL RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2005=100              ,L57J
1215,CPI-CT: % effect of indirect tax changes on 12-month rate: non energy ind goods,EAG2
1216,CPI-CT: % effect of indirect tax changes on 1-month rate: all items     ,EAG3
1217,RPI:Percentage change over 12 months - UK holidays                      ,DOEC
1218,CPI-CT: % effect of indirect tax changes on 1-month rate: all goods     ,EAG4
1219,RPI:Percentage change over 12 months - All items excluding seasonal food,DOED
1220,CPI-CT: % effect of indirect tax changes on 1-month rate: all services  ,EAG5
1221,RPI:Weights (parts per 1000) - UK holidays                              ,DOEE
1222,CPI-CT: % effect of indirect tax changes on 1-month rate: processed food,EAG6
1223,RPI:Weights (parts per 1000) One person pensioner - UK holidays         ,DOEF
1224,CPI-CT: % effect of indirect tax changes on 1-month rate: unprocessed food,EAG7
1225,RPI:Weights (parts per 1000) two-person pensioner - UK holidays         ,DOEG
1226,CPI-CT: % effect of indirect tax changes on 1-month rate: energy        ,EAG8
1227,CPI-CT: % effect of indirect tax changes on 1-month rate: non energy ind goods,EAG9
1228,RPI: fares & other travel costs: bus & coach fares (Jan 1987=100)       ,DOCX
1229,CPIH ANNUAL RATE 09.6 : PACKAGE HOLIDAY 2005=100                        ,L58R
1230,CPIH ANNUAL RATE 12.3.2 : OTHER PERSONAL EFFECTS 2005=100               ,L593
1231,RPI: fares & other travel costs: other travel costs (Jan 1987=100)      ,DOCY
1232,CPIH ANNUAL RATE 09.5.3:MISC PRINTED MATTER STATIONERY & DRAWING MTRLS 2005=100,L58Q
1233,CPIH ANNUAL RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2005=100         ,L592
1234,RPI: leisure goods: audio-visual equipment (Jan 1987=100)               ,DOCZ
1235,CPIH ANNUAL RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2005=100           ,L58P
1236,CPIH ANNUAL RATE 09.5.1 : BOOKS 2005=100                                ,L58O
1237,CPIH ANNUAL RATE 11.2 : ACCOMMODATION SERVICES 2005=100                 ,L58V
1238,CPIH ANNUAL RATE 12.5.3 : INSURANCE CONNECTED WITH HEALTH 2005=100      ,L597
1239,CPIH ANNUAL RATE 11.1.2 : CANTEENS 2005=100                             ,L58U
1240,CPIH ANNUAL RATE 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2005=100,L596
1241,CPIH ANNUAL RATE 11.1.1 : RESTAURANTS & CAFES 2005=100                  ,L58T
1242,CPIH ANNUAL RATE 12.5 : INSURANCE 2005=100                              ,L595
1243,CPIH ANNUAL RATE 11.1 : CATERING 2005=100                               ,L58S
1244,CPIH ANNUAL RATE 12.4 : SOCIAL PROTECTION 2005=100                      ,L594
1245,RPI: leisure goods: CDs records & tapes (Jan 1987=100)                  ,DODA
1246,CPI-CT percentage change over 1 month: energy                           ,EAF2
1247,CPIH ANNUAL RATE 12.3 : PERSONAL EFFECTS N.E.C. 2005=100                ,L58Z
1248,"RPI: leisure goods: toys, photographic & sports goods (Jan 1987=100)    ",DODB
1249,CPI-CT percentage change over 1 month: non-energy industrial goods      ,EAF3
1250,"CPIH ANNUAL RATE 12.1.2:APPLIANCES,ARTICLES & PROD FOR PERSONAL CARE 2005=100",L58Y
1251,RPI: leisure goods: books & newspapers (Jan 1987=100)                   ,DODC
1252,CPI-CT: % effect of indirect tax changes on 12-month rate: all items    ,EAF4
1253,CPIH ANNUAL RATE 12.1.1 :HAIRDRESSING SALONS & PERSONAL GROOMING ESTABS 2005=100,L58X
1254,CPIH ANNUAL RATE 12.6 : FINANCIAL SERVICES N.E.C. 2005=100              ,L599
1255,RPI: leisure goods: gardening products (Jan 1987=100)                   ,DODD
1256,CPI-CT: % effect of indirect tax changes on 12-month rate: all goods    ,EAF5
1257,CPIH ANNUAL RATE 12.1 : PERSONAL CARE 2005=100                          ,L58W
1258,CPIH ANNUAL RATE 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2005=100   ,L598
1259,RPI: leisure services: television licences (Jan 1987=100)               ,DODE
1260,CPI-CT: % effect of indirect tax changes on 12-month rate: all services ,EAF6
1261,RPI: leisure services: entertainment & other recreation (Jan 1987=100)  ,DODF
1262,CPI-CT: % effect of indirect tax changes on 12-month rate: processed food,EAF7
1263,CPI-CT: % effect of indirect tax changes on 12-month rate: unprocessed food,EAF8
1264,CPI-CT: % effect of indirect tax changes on 12-month rate: energy       ,EAF9
1265,CPIH Index 00: ALL ITEMS monthly percentage change 2005=100             ,L59C
1266,CPIH ANNUAL RATE 12.7 : OTHER SERVICES NEC 2005=100                     ,L59B
1267,CPIH ANNUAL RATE 12.6.2 : FINANCIAL SERVICES N.E.C. 2005=100            ,L59A
1268,RPI: Percentage change over 1 month - all items exc MIPS and indirect taxes,DOGC
1269,RPI: Percentage change over 12 months - All goods                       ,DOGD
1270,RPI: Percentage change over 12 months - All Services                    ,DOGE
1271,RPI: Percentage change over 12 months - Utilities                       ,DOGF
1272,RPI: Percentage change over 12 months - Shop Services                   ,DOGG
1273,RPI: Percentage change over 12 months - Non-Shop services               ,DOGH
1274,RPI: Percentage change over 12 months - Other goods                     ,DOGI
1275,RPI: Percentage changes over 1 month - All goods                        ,DOGJ
1276,RPI: Percentage change over 1 month - All Services                      ,DOGK
1277,RPI: Percentage change over 12 months - Petrol and Oil incl Fuel Oil    ,DOGQ
1278,RPI: Percentage change over 12 months-All items exc. MIPs and depreciation,DOGT
1279,RPI: Percentage change over 1 month - All items exc. MIPs and depreciation,DOGU
1280,RPI: Percentage change over 12 months - Depreciation                    ,DOGV
1281,RPI:Weights (parts per 1000) - Depreciation                             ,DOGX
1282,RPI:Weights (parts per 1000): All items except MIPS and council tax     ,DOGY
1283,RPI:Weights(partsper 1000): All items except MIPS and depreciation      ,DOGZ
1284,Internal purchasing power of the pound (based on RPI): 1994=100         ,DOFX
1285,RPI:Percentage change over 1 month - All items exc. MIPS + Council Tax  ,DOFY
1286,RPI:Percentage change over 12 months - All items exc. MIPS + Council Tax,DOFZ
1287,CPI wts: Recreational & personal services SERVICES                      ,A9FL
1288,CPI wts: Package holidays & accommodation SERVICES                      ,A9FM
1289,CPI wts: Travel & transport services SERVICES                           ,A9FJ
1290,CPI wts: Services for personal transport equipment SERVICES             ,A9FK
1291,CPI wts: Primary housing services SERVICES                              ,A9FH
1292,RPI: Ave price - Margarine/Low fat spread per 500g                      ,DOIB
1293,CPI wts: Other housing services SERVICES                                ,A9FI
1294,CPI wts: Miscellaneous goods GOODS                                      ,A9FF
1295,CPI wts: Housing services SERVICES                                      ,A9FG
1296,CPI wts: Audio-visual goods GOODS                                       ,A9FD
1297,"RPI: Ave price - Bacon: Back per Kg,                                    ",DOIF
1298,CPI wts: Other recreational goods GOODS                                 ,A9FE
1299,"CPI wts: Vehicles, spare parts & accessories GOODS                      ",A9FB
1300,CPI wts: Recreational goods GOODS                                       ,A9FC
1301,CPI wts: Medical goods GOODS                                            ,A9FA
1302,CPI wts: Unprocessed food GOODS                                         ,A9EY
1303,CPI wts: Seasonal food GOODS                                            ,A9EZ
1304,"CPI wts: Food, alcoholic beverages & tobacco GOODS                      ",A9EW
1305,CPI wts: Household goods GOODS                                          ,A9F8
1306,CPI wts: Processed food & non-alcoholic beverages GOODS                 ,A9EX
1307,CPI wts: Water supply; materials for maintenance & repair GOODS         ,A9F9
1308,CPI wts: Non-durables GOODS                                             ,A9EU
1309,CPI wts: Clothing & footwear goods GOODS                                ,A9F6
1310,CPI wts: Non-seasonal food GOODS                                        ,A9EV
1311,CPI wts: Housing goods GOODS                                            ,A9F7
1312,CPI INDEX: Other housing services (S) 2005=100                          ,DKB2
1313,CPI wts: Durables GOODS                                                 ,A9ES
1314,"CPI wts: Electricity, gas & misc. energy GOODS                          ",A9F4
1315,CPI INDEX: Travel & transport services (S) 2005=100                     ,DKB3
1316,CPI wts: Semi-durables GOODS                                            ,A9ET
1317,CPI wts: CPI excluding tobacco SPECIAL AGGREGATES                       ,A9F5
1318,CPI INDEX: Services for personal transport equipment (S) 2005=100       ,DKB4
1319,CPI wts: Industrial goods GOODS                                         ,A9F2
1320,CPI INDEX: Recreational & personal services (S) 2005=100                ,DKB5
1321,CPI wts: Non-energy industrial goods GOODS                              ,A9ER
1322,CPI wts: Energy GOODS                                                   ,A9F3
1323,CPI INDEX: Package holidays & accommodation (S) 2005=100                ,DKB6
1324,CPI INDEX: Other recreational & personal services (S) 2005=100          ,DKB7
1325,CPI INDEX: Non-catering recreational & personal services (S) 2005=100   ,DKB8
1326,CPI INDEX: Miscellaneous services (S) 2005=100                          ,DKB9
1327,RPI:Weights(parts per 1000) - Goods: Petrol & Oil (inc fuel oil)        ,DOHB
1328,RPI:Weights(parts per 1000) - Goods: Other goods                        ,DOHC
1329,RPI:Weights(parts per 1000) - All Goods                                 ,DOHD
1330,RPI:Weights( parts per 1000) - Services: Utilities                      ,DOHE
1331,RPI:Weight (parts per 1000) - Services: Shop services                   ,DOHF
1332,RPI:Weights (part per 1000) - Services: Non-Shop services               ,DOHG
1333,RPI:Weights (part per 1000) - All Services                              ,DOHH
1334,"RPI: Ave price - Grapefruit, each                                       ",DOHN
1335,"CPI wts: CPI ex. liquid fuels, vehicle fuels & lubricants SPECIAL AGGREGATES",A9FZ
1336,CPI wts: CPI excluding energy & seasonal food SPECIAL AGGREGATES        ,A9FX
1337,CPI wts: CPI excluding alcohol & tobacco SPECIAL AGGREGATES             ,A9FY
1338,Internal purchasing power of the pound (based on RPI):1995=100          ,DOHR
1339,CPI wts: CPI excluding energy & unprocessed food SPECIAL AGGREGATES     ,A9FV
1340,"CPI wts: Education, health and social protection SPECIAL AGGREGATES     ",A9G7
1341,CPI wts: CPI excluding seasonal food SPECIAL AGGREGATES                 ,A9FW
1342,"RPI: Ave price - Avocado pear, each                                     ",DOHT
1343,CPI wts: CPI excluding energy SPECIAL AGGREGATES                        ,A9FT
1344,CPI wts: Energy and unprocessed food SPECIAL AGGREGATES                 ,A9G5
1345,"CPI INDEX: Medical products, appliances & equipment (G) 2005=100        ",DKA2
1346,"CPI wts: CPI excluding energy, food, alcohol & tobacco SPECIAL AGGREGATES",A9FU
1347,CPI wts: Energy and seasonal food SPECIAL AGGREGATES                    ,A9G6
1348,"CPI INDEX: Vehicles, spare parts & accessories (G) 2005=100             ",DKA3
1349,CPI wts: Medical services (dec 1999=100) SERVICES                       ,A9FR
1350,"CPI wts: CPI ex. education, health & social protection SPECIAL AGGREGATES",A9G3
1351,CPI INDEX: Recreational goods (G) 2005=100                              ,DKA4
1352,"CPI wts: Liquid fuels, vehicle fuels & lubricants GOODS                 ",A9FS
1353,"CPI wts: Energy, food, alcohol and tobacco SPECIAL AGGREGATES           ",A9G4
1354,CPI INDEX: Audio-visual goods (G) 2005=100                              ,DKA5
1355,RPI: Ave price - Butter: imported per 250g                              ,DOHX
1356,CPI wts: Miscellaneous services SERVICES                                ,A9FP
1357,CPI INDEX: Other recreational goods (G) 2005=100                        ,DKA6
1358,CPI wts: Miscellaneous & other services SERVICES                        ,A9FQ
1359,"CPI wts: CPI ex. housing, water, elec., gas & other fuels SPECIAL AGGREGATES",A9G2
1360,CPI INDEX: Miscellaneous goods (G) 2005=100                             ,DKA7
1361,CPI wts: Other recreational & personal services SERVICES                ,A9FN
1362,CPI INDEX: Housing services (S) 2005=100                                ,DKA8
1363,CPI wts: Non-catering recreational & personal services SERVICES         ,A9FO
1364,CPI INDEX: Primary housing services (S) 2005=100                        ,DKA9
1365,CPI INDEX: Excluding alcohol & tobacco (SP) 2005=100                    ,DKD2
1366,"CPI INDEX: Excl liquid fuels, vehicle fuels & lubricants (SP) 2005=100  ",DKD3
1367,"CPI INDEX: Excl housing, water, elec., gas & other fuels (SP) 2005=100  ",DKD4
1368,"CPI INDEX: Excl education, health & social protection (SP) 2005=100     ",DKD5
1369,"CPI INDEX: Energy, food, alcohol and tobacco (SP) 2005=100              ",DKD6
1370,CPI INDEX: Energy and unprocessed food (SP) 2005=100                    ,DKD7
1371,CPI INDEX: Energy and seasonal food (SP) 2005=100                       ,DKD8
1372,"CPI INDEX: Education, health and social protection (SP) 2005=100        ",DKD9
1373,CPI INDEX: Miscellaneous & other services (S) 2005=100                  ,DKC2
1374,CPI INDEX: Medical services (S) 2005=100                                ,DKC3
1375,"CPI INDEX: Liquid fuels, vehicle fuels & lubricants (G) 2005=100        ",DKC4
1376,CPI INDEX: Excluding energy (SP) 2005=100                               ,DKC5
1377,"CPI INDEX: Excluding energy, food, alcohol & tobacco (SP) 2005=100      ",DKC6
1378,CPI INDEX: Excluding energy & unprocessed food (SP) 2005=100            ,DKC7
1379,CPI INDEX: Excluding seasonal food (SP) 2005=100                        ,DKC8
1380,CPI INDEX: Excluding energy & seasonal food (SP) 2005=100               ,DKC9
1381,RPI:Percentage points change over previous month(12 month rate)- Personal good,DOMB
1382,RPI: All items exc. housing (Jan 1987=100)                              ,CHAZ
1383,RPI:Percentage points change over previous month(12 month rate)- Motoring expen,DOMC
1384,RPI: All items exc. food (Jan 1987=100)                                 ,CHAY
1385,RPI:Percentage points change over previous month(12 month rate)- Fare & other t,DOMD
1386,RPI: All items exc. seasonal food (Jan 1987=100)                        ,CHAX
1387,RPI:Percentage points change over previous month(12 month rate)- Leisure goods,DOME
1388,RPI All Items Index: Jan 1987=100                                       ,CHAW
1389,RPI:Percentage points change over previous month(12 month rate)- Leisure servic,DOMF
1390,RPI:Percentage points change over previous month(12 month rate)- Rounding effec,DOMG
1391,RPI:Percentage change over 12 months - All items excluding food         ,CCYX
1392,RPI: Consumer durables (Jan 1987=100)                                   ,CHBY
1393,RPI: Travel & leisure (Jan 1987=100)                                    ,CHBW
1394,RPI: Personal expenditure (Jan 1987=100)                                ,CHBV
1395,RPI: Housing & household expenditure (Jan 1987=100)                     ,CHBU
1396,RPI: Alcohol & tobacco (Jan 1987=100)                                   ,CHBT
1397,RPI: Food & catering (Jan 1987=100)                                     ,CHBS
1398,RPI: Fares & other travel costs (Jan 1987=100)                          ,CHBR
1399,RPI: Personal goods & services (Jan 1987=100)                           ,CHBQ
1400,RPI: Seasonal food (Jan 1987=100)                                       ,CHBP
1401,Internal purchasing power of the pound (based on RPI):1996=100          ,DOLM
1402,"RPI: Ave price - Pork: home-killed, boneless shoulder, per Kg           ",DOLN
1403,RPI: Leisure services (Jan 1987=100)                                    ,CHBM
1404,RPI: Leisure goods (Jan 1987=100)                                       ,CHBL
1405,RPI: Motoring expenditure (Jan 1987=100)                                ,CHBK
1406,RPI:Percentage points change over previous month (12 month rate)- All items,DOLR
1407,RPI: Clothing & footwear (Jan 1987=100)                                 ,CHBJ
1408,RPI:Percentage points change over previous month (12 month rate)- Food  ,DOLS
1409,RPI: Household services (Jan 1987=100)                                  ,CHBI
1410,RPI:Percentage points change over preious month (12 month rate)- Catering,DOLT
1411,RPI: Household goods (Jan 1987=100)                                     ,CHBH
1412,RPI:Percentage points change over previous month(12 monthe rate)- Alcoholic dri,DOLU
1413,RPI: Fuel & light (Jan 1987=100)                                        ,CHBG
1414,RPI:Percentage points change over previous month(12 month rate)- Tobacco,DOLV
1415,RPI: Housing (Jan 1987=100)                                             ,CHBF
1416,RPI:Percentage points change over previous month(12 month rate)- Housing,DOLW
1417,RPI: Cigarettes & tobacco (Jan 1987=100)                                ,CHBE
1418,RPI:Percentage points change over previous month(12 month rate)- Fuel & Light,DOLX
1419,RPI: Alcoholic drink (Jan 1987=100)                                     ,CHBD
1420,RPI:Percentage points change over previous month(12 month rate)- Household good,DOLY
1421,RPI: Catering (Jan 1987=100)                                            ,CHBC
1422,RPI:Percentage points change over previous month(12 month rate)- Household serv,DOLZ
1423,RPI: Non-seasonal food (Jan 1987=100)                                   ,CHBB
1424,RPI: Total food (Jan 1987=100)                                          ,CHBA
1425,RPI:Percentage points change over previous month(12 month rate)- Clothing & Fo,DOMA
1426,RPI:Weights (parts per 1000) Two-person pensioner - Chemists goods      ,CCZY
1427,RPI:Weights (parts per 1000) Two-person pensioner - Personal articles   ,CCZX
1428,RPI:Weights (parts per 1000) Two-person pensioner - Footwear            ,CCZW
1429,RPI:Weights (parts per 1000) Two-person pensioner - Other clothing      ,CCZV
1430,CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES                      ,L5CZ
1431,RPI:Weights (parts per 1000) Two-person pensioner - Children's outerwear,CCZU
1432,"CPIH WEIGHTS 11 : HOTELS, CAFES AND RESTAURANTS                         ",L5DB
1433,RPI:Weights (parts per 1000) Two-person pensioner - Women's outerwear   ,CCZT
1434,CPIH WEIGHTS 10 : EDUCATION                                             ,L5DA
1435,RPI:Weights (parts per 1000) Two-person pensioner - Men's outerwear     ,CCZS
1436,RPI:Weights (parts per 1000) Two-person pensioner - Fees and subscriptions,CCZR
1437,RPI:Weights (parts per 1000) Two-person pensioner - Domestic services   ,CCZQ
1438,"CPIH wts: CPIH excluding energy, food, alcohol & tobacco SPECIAL AGGREGATES",L5DF
1439,"RPI:Weights (parts per 1000) Two-person pensioner - Telephones, telemessages, et",CCZP
1440,CPIH WEIGHTS: Services                                                  ,L5DE
1441,RPI:Weights (parts per 1000) Two-person pensioner - Postage             ,CCZO
1442,CPIH WEIGHTS: Goods                                                     ,L5DD
1443,RPI:Weights (parts per 1000) Two-person pensioner - Pet care            ,CCZN
1444,CPIH WEIGHTS 12 : MISCELLANEOUS GOODS AND SERVICES                      ,L5DC
1445,RPI:Weights (parts per 1000) Two-person pensioner - Household consumables,CCZM
1446,CPIH WEIGHTS 01.1.3 : FISH                                              ,L5DJ
1447,RPI:Weights (parts per 1000) Two-person pensioner - Other household equipment,CCZL
